segment,loan_id,borrower,exposure_inr_lakh,bureau_score,score_migration_3m,dpd_current,dpd_trend_6m,emi_bounce_6m,util_ratio,util_spike_3m,cashflow_coverage,salary_regularity,balance_volatility,new_enquiries_3m,leverage_buildup,ltv_drift,gst_filing_gap_m,interest_coverage,news_adverse_severity,legal_event_flag,call_sentiment_drift,hardship_mentions_6m,audit_qualified_flag,web_footprint_decline,default_12m,true_pd,vintage
Retail Unsecured,LN101607,Borrower-01607,51.4,694.0,13.0,35,-1.18,2,0.623,-0.004,1.74,0.955,0.177,1,0.276,0.0,0,,0.0,0,0.015,0,0,0.0,0,0.0021,train
Retail Secured,LN101608,Borrower-01608,11.9,695.0,-22.0,15,0.79,0,0.559,-0.115,1.04,0.939,0.113,0,-0.121,0.117,0,,0.0,0,0.493,1,0,0.0,0,0.0007,train
Retail Secured,LN101609,Borrower-01609,17.0,733.0,13.0,35,-0.14,2,0.33,0.005,1.99,0.903,0.414,0,-0.079,0.088,0,,0.0,0,-0.191,0,0,0.0,0,0.0016,train
Retail Unsecured,LN101610,Borrower-01610,7.7,726.0,6.0,0,-1.31,1,0.444,-0.164,2.39,0.671,0.441,1,0.023,0.0,0,,0.0,0,-0.058,1,0,0.0,0,0.0,train
SME,LN101611,Borrower-01611,26.6,728.0,-5.0,5,1.37,0,0.676,-0.021,1.86,0.686,0.166,0,0.226,0.0,0,3.44,0.0,0,0.535,0,0,0.448,0,0.0006,train
SME,LN101612,Borrower-01612,79.2,730.0,-4.0,0,1.7,0,0.538,-0.114,1.89,0.83,0.528,1,-0.065,0.0,0,3.49,0.0,0,-0.086,1,0,0.0,0,0.025,train
Retail Secured,LN101613,Borrower-01613,68.4,724.0,1.0,0,1.2,0,0.283,-0.086,0.87,0.819,0.398,0,0.154,0.047,0,,0.0,0,-0.642,0,0,0.0,0,0.006,train
Mid Corporate,LN101614,Borrower-01614,140.4,692.0,30.0,0,0.42,0,0.362,0.225,0.57,0.675,0.437,1,0.232,0.0,0,6.39,0.0,0,0.017,0,0,0.0,0,0.0007,train
Retail Unsecured,LN101615,Borrower-01615,164.1,761.0,6.0,35,0.29,0,0.579,0.139,1.3,0.894,0.114,0,0.507,0.0,0,,0.38,0,0.097,0,0,0.0,0,0.1236,train
Retail Unsecured,LN101616,Borrower-01616,2.6,695.0,-17.0,35,-0.02,0,0.315,0.055,1.02,0.765,0.486,0,0.107,0.0,0,,0.0,0,-0.579,0,0,0.0,0,0.2088,train
Retail Secured,LN101617,Borrower-01617,6.6,759.0,-8.0,0,0.16,0,0.044,0.046,1.66,0.841,0.177,2,0.042,-0.028,0,,0.217,0,-0.151,2,0,0.0,0,0.0138,train
Microfinance,LN101618,Borrower-01618,3.4,791.0,-21.0,0,0.63,0,0.217,0.052,2.26,0.846,0.353,0,-0.121,0.0,0,,0.0,0,-0.11,0,0,0.0,0,0.0,train
Retail Unsecured,LN101619,Borrower-01619,49.2,678.0,-34.0,0,0.71,0,0.231,-0.003,0.23,0.916,0.196,1,-0.07,0.0,0,,0.0,0,0.36,0,0,0.0,0,0.0017,train
Retail Unsecured,LN101620,Borrower-01620,11.4,847.0,-21.0,15,0.45,0,0.323,-0.027,1.84,0.794,0.361,0,0.308,0.0,0,,0.0,0,-0.282,0,0,0.0,0,0.001,train
Retail Secured,LN101621,Borrower-01621,14.3,676.0,2.0,0,-3.0,1,0.231,-0.072,1.63,0.913,0.055,4,0.077,0.031,0,,0.0,0,-0.762,0,0,0.0,0,0.0,train
SME,LN101622,Borrower-01622,19.3,676.0,23.0,0,1.15,1,0.197,0.008,1.83,0.523,0.193,0,0.029,0.0,1,4.94,0.0,0,0.055,0,0,0.0,0,0.0004,train
Retail Unsecured,LN101623,Borrower-01623,37.4,745.0,18.0,0,0.2,0,0.285,-0.145,2.42,0.794,0.598,2,-0.529,0.0,0,,0.0,0,0.126,0,0,0.0,0,0.0,train
Retail Secured,LN101624,Borrower-01624,4.8,739.0,-21.0,0,-1.36,0,0.202,0.016,1.32,0.803,0.134,1,-0.442,0.057,0,,0.0,0,-0.637,0,0,0.0,0,0.0,train
SME,LN101625,Borrower-01625,6.1,719.0,-14.0,35,0.2,0,0.31,0.146,1.78,0.828,0.158,0,-0.042,0.0,0,2.21,0.0,0,-0.109,1,0,0.0,0,0.003,train
Retail Secured,LN101626,Borrower-01626,24.6,760.0,-17.0,5,0.3,0,0.201,0.075,1.42,0.918,0.181,3,0.132,-0.105,0,,0.418,0,-0.101,0,0,0.0,0,0.0209,train
Retail Unsecured,LN101627,Borrower-01627,91.7,729.0,-46.0,0,-1.57,0,0.22,0.017,2.46,0.742,0.392,0,0.233,0.0,0,,0.0,0,0.089,0,0,0.0,0,0.0,train
Retail Unsecured,LN101628,Borrower-01628,23.9,829.0,-3.0,5,-0.64,1,0.154,-0.19,1.48,0.901,0.272,1,0.304,0.0,0,,0.0,0,0.01,0,0,0.0,0,0.0,train
Retail Secured,LN101629,Borrower-01629,10.3,712.0,14.0,15,-1.11,0,0.552,-0.059,1.83,0.615,0.112,0,0.012,-0.113,0,,0.0,0,-0.194,0,0,0.0,0,0.0,train
Retail Secured,LN101630,Borrower-01630,2.3,668.0,-5.0,0,-0.97,0,0.694,0.283,1.35,0.942,0.178,0,-0.139,0.069,0,,0.0,0,-0.291,0,0,0.0,0,0.0,train
Mid Corporate,LN101631,Borrower-01631,70.0,685.0,-23.0,15,0.57,1,0.442,0.023,1.63,0.718,0.355,0,-0.24,0.0,1,3.95,0.0,0,-0.051,0,0,0.049,0,0.0222,train
SME,LN101632,Borrower-01632,10.9,741.0,-15.0,5,-0.62,0,0.439,-0.11,1.88,0.922,0.189,0,0.173,0.0,0,2.36,0.0,0,-0.205,0,0,0.0,0,0.0,train
SME,LN101633,Borrower-01633,6.9,742.0,-6.0,5,0.09,0,0.615,0.012,1.51,0.931,0.279,0,0.076,0.0,2,0.2,0.0,0,-0.858,1,0,0.0,0,0.1928,train
Microfinance,LN101634,Borrower-01634,3.7,726.0,14.0,0,0.74,0,0.692,0.037,1.13,0.708,0.055,1,-0.309,0.0,0,,0.0,0,0.307,0,0,0.0,0,0.0,train
Retail Secured,LN101635,Borrower-01635,5.0,668.0,-3.0,0,-0.43,0,0.137,0.0,1.12,0.962,0.099,1,-0.176,-0.016,0,,0.0,0,0.501,0,0,0.0,0,0.0,train
Retail Secured,LN101636,Borrower-01636,8.5,776.0,11.0,0,0.78,1,0.393,0.028,2.6,0.909,0.154,1,0.213,-0.054,0,,0.0,0,-0.096,0,0,0.0,0,0.0,train
Mid Corporate,LN101637,Borrower-01637,18.9,822.0,-1.0,0,1.36,0,0.551,-0.093,1.47,0.699,0.406,2,0.061,0.0,0,3.4,0.0,0,-0.464,0,0,0.122,0,0.0237,train
Retail Unsecured,LN101638,Borrower-01638,6.5,717.0,4.0,0,0.85,0,0.246,0.211,2.53,0.731,0.335,0,0.335,0.0,0,,0.0,0,0.161,1,0,0.0,0,0.0004,train
SME,LN101639,Borrower-01639,30.1,815.0,-17.0,35,0.6,0,0.515,-0.025,1.84,0.867,0.9,1,-0.135,0.0,0,5.13,0.0,0,-0.017,0,0,0.0,0,0.0093,train
SME,LN101640,Borrower-01640,18.7,763.0,-12.0,0,0.85,0,0.816,-0.005,2.03,0.967,0.193,1,0.004,0.0,2,1.64,0.0,0,0.1,0,0,0.0,0,0.0009,train
Retail Unsecured,LN101641,Borrower-01641,282.6,837.0,-23.0,0,0.39,0,0.511,-0.043,1.32,0.94,0.039,0,0.272,0.0,0,,0.0,0,-0.53,0,0,0.0,0,0.0011,train
Retail Secured,LN101642,Borrower-01642,3.8,741.0,11.0,0,0.85,0,0.474,0.186,2.2,0.827,0.527,0,-0.208,-0.091,0,,0.0,0,0.096,0,0,0.0,0,0.0,train
Retail Unsecured,LN101643,Borrower-01643,29.3,723.0,-5.0,0,-1.17,1,0.276,-0.04,2.03,0.855,0.396,1,-0.568,0.0,0,,0.0,1,0.083,0,0,0.0,0,0.0002,train
Retail Unsecured,LN101644,Borrower-01644,29.7,761.0,-65.0,0,-0.07,2,0.283,-0.097,2.56,0.887,0.047,1,-0.035,0.0,0,,0.0,0,-0.845,0,0,0.0,0,0.1289,train
Retail Secured,LN101645,Borrower-01645,7.9,691.0,9.0,15,0.39,1,0.179,0.086,1.2,0.731,0.361,1,-0.053,-0.02,0,,0.0,0,0.517,0,0,0.0,0,0.0004,train
Retail Unsecured,LN101646,Borrower-01646,27.2,737.0,18.0,5,-0.07,1,0.686,-0.115,1.81,0.865,0.125,0,-0.197,0.0,0,,0.0,0,-0.221,0,0,0.0,0,0.0,train
SME,LN101647,Borrower-01647,57.2,788.0,-15.0,5,2.5,0,0.818,-0.169,2.54,0.94,0.426,1,-0.078,0.0,0,2.18,0.0,0,0.055,0,1,0.0,0,0.2541,train
Mid Corporate,LN101648,Borrower-01648,27.3,760.0,9.0,15,-0.19,1,0.289,-0.036,1.2,0.78,0.541,0,0.15,0.0,0,1.06,0.304,0,0.27,0,0,0.0,0,0.0034,train
SME,LN101649,Borrower-01649,112.5,713.0,-4.0,5,-1.78,0,0.419,-0.024,1.19,0.556,1.258,0,-0.116,0.0,0,3.85,0.0,0,0.505,1,1,0.095,0,0.0151,train
Retail Unsecured,LN101650,Borrower-01650,2.2,726.0,-38.0,0,0.06,1,0.872,0.163,1.94,0.687,0.392,2,0.38,0.0,0,,0.432,0,0.513,0,0,0.0,1,0.8559,train
Retail Unsecured,LN101651,Borrower-01651,9.7,757.0,35.0,0,0.83,0,0.656,-0.147,1.54,0.609,0.075,1,-0.111,0.0,0,,0.0,0,0.205,0,0,0.0,0,0.0,train
Retail Unsecured,LN101652,Borrower-01652,124.3,755.0,-4.0,0,-0.87,0,0.698,-0.025,1.75,0.747,0.167,1,-0.149,0.0,0,,0.0,0,0.171,0,0,0.0,0,0.0,train
Retail Unsecured,LN101653,Borrower-01653,66.9,756.0,4.0,0,-0.04,0,0.225,-0.061,1.16,0.789,0.171,0,-0.189,0.0,0,,0.0,0,-0.522,0,0,0.0,0,0.0,train
Microfinance,LN101654,Borrower-01654,44.5,734.0,-11.0,0,-0.07,0,0.442,-0.146,1.65,0.977,0.055,0,0.06,0.0,0,,0.0,0,-0.236,0,0,0.0,0,0.0,train
Retail Secured,LN101655,Borrower-01655,95.3,670.0,-5.0,0,-0.06,0,0.202,-0.106,2.13,0.884,0.092,1,-0.031,-0.011,0,,0.0,0,0.18,0,0,0.0,0,0.0,train
Retail Unsecured,LN101656,Borrower-01656,3.0,678.0,3.0,0,-0.6,0,0.357,0.06,1.61,0.926,0.387,0,-0.018,0.0,0,,0.0,0,-0.307,0,0,0.0,0,0.0,train
Mid Corporate,LN101657,Borrower-01657,58.9,740.0,-19.0,5,1.1,0,0.128,0.204,2.26,0.773,0.03,0,-0.035,0.0,1,0.2,0.0,0,0.284,0,0,0.003,0,0.0,train
Retail Secured,LN101658,Borrower-01658,79.1,761.0,30.0,0,2.17,0,0.375,0.084,0.64,0.894,0.289,0,0.067,0.034,0,,0.0,0,0.226,0,0,0.0,0,0.0008,train
Retail Unsecured,LN101659,Borrower-01659,11.9,754.0,15.0,35,-0.84,0,0.204,0.169,1.88,0.935,0.226,3,-0.568,0.0,0,,0.0,0,-0.337,0,0,0.0,0,0.0,train
Retail Unsecured,LN101660,Borrower-01660,442.4,678.0,9.0,15,-1.31,0,0.689,-0.349,1.83,0.864,0.118,0,-0.125,0.0,0,,0.0,0,-0.247,1,0,0.0,0,0.0,train
SME,LN101661,Borrower-01661,30.4,707.0,-3.0,15,-0.44,1,0.398,-0.028,1.59,0.619,0.111,1,0.221,0.0,0,4.33,0.0,0,0.311,0,0,0.055,0,0.0003,train
SME,LN101662,Borrower-01662,2.2,650.0,-14.0,0,1.41,0,0.423,-0.011,2.6,0.889,0.186,0,-0.182,0.0,0,4.91,0.0,0,-0.795,0,0,0.193,0,0.0007,train
Retail Unsecured,LN101663,Borrower-01663,37.3,638.0,19.0,5,-0.26,0,0.117,0.127,1.69,0.916,0.095,2,-0.359,0.0,0,,0.0,0,0.041,0,0,0.0,0,0.0,train
Mid Corporate,LN101664,Borrower-01664,11.1,719.0,11.0,35,0.37,0,0.355,0.28,1.33,0.674,0.411,0,-0.356,0.0,0,2.08,0.0,0,0.155,0,0,0.186,0,0.0005,train
Mid Corporate,LN101665,Borrower-01665,88.4,790.0,-7.0,0,-0.91,0,0.063,0.053,1.81,0.751,0.54,0,-0.259,0.0,0,0.2,0.0,0,-0.072,0,0,0.0,0,0.0,train
Mid Corporate,LN101666,Borrower-01666,44.8,720.0,-20.0,0,1.78,1,0.271,-0.03,0.75,0.559,0.109,1,0.14,0.0,0,3.16,0.0,0,0.516,0,0,0.0,0,0.064,train
Retail Unsecured,LN101667,Borrower-01667,12.7,820.0,-28.0,5,-0.3,0,0.251,-0.075,1.37,0.886,0.635,2,-0.345,0.0,0,,0.0,0,-0.488,1,0,0.0,0,0.0032,train
Retail Unsecured,LN101668,Borrower-01668,128.1,706.0,1.0,0,0.25,1,0.441,-0.025,1.15,0.892,0.084,0,-0.048,0.0,0,,0.0,0,-0.102,0,0,0.0,0,0.0003,train
Mid Corporate,LN101669,Borrower-01669,69.0,717.0,-4.0,0,-0.8,1,0.162,-0.163,0.46,0.835,0.082,1,0.031,0.0,0,3.49,0.0,0,0.439,0,0,0.0,0,0.0,train
Retail Unsecured,LN101670,Borrower-01670,9.9,660.0,21.0,15,-0.89,1,0.053,-0.174,1.22,0.78,0.397,0,-0.13,0.0,0,,0.0,0,0.236,0,0,0.0,0,0.0,train
SME,LN101671,Borrower-01671,20.8,696.0,18.0,15,-0.0,0,0.469,0.033,1.9,0.827,0.079,1,-0.139,0.0,0,3.4,0.0,0,0.063,0,0,0.0,0,0.0,train
SME,LN101672,Borrower-01672,43.3,650.0,1.0,15,0.1,0,0.488,-0.032,1.61,0.706,0.322,1,-0.21,0.0,0,3.48,0.0,0,0.183,0,0,0.0,0,0.0,train
Retail Unsecured,LN101673,Borrower-01673,16.4,630.0,-1.0,5,0.86,0,0.414,-0.066,2.27,0.642,0.102,3,0.385,0.0,0,,0.0,0,-0.055,0,0,0.0,0,0.0006,train
SME,LN101674,Borrower-01674,17.0,650.0,-21.0,0,-1.69,1,0.391,0.15,1.34,0.793,0.617,0,-0.064,0.0,0,1.56,0.0,0,0.188,0,0,0.0,0,0.0001,train
Mid Corporate,LN101675,Borrower-01675,25.5,720.0,19.0,0,-0.95,0,0.349,0.391,1.12,0.75,0.504,1,0.128,0.0,0,0.39,0.0,0,0.232,0,0,0.0,0,0.0,train
SME,LN101676,Borrower-01676,7.6,674.0,-1.0,0,-0.69,0,0.459,-0.062,1.74,0.933,0.457,0,0.164,0.0,0,3.3,0.0,1,0.165,0,0,0.0,0,0.0009,train
Retail Secured,LN101677,Borrower-01677,2.1,688.0,11.0,0,0.12,0,0.785,-0.114,2.07,0.851,0.106,1,0.065,-0.089,0,,0.0,0,0.015,0,0,0.0,0,0.0,train
Mid Corporate,LN101678,Borrower-01678,31.9,738.0,21.0,0,-1.13,0,0.419,0.147,1.75,0.926,0.709,2,0.276,0.0,1,2.73,0.0,0,-0.117,0,0,0.236,0,0.0,train
Retail Secured,LN101679,Borrower-01679,2.8,630.0,-10.0,0,-0.1,2,0.357,-0.134,1.53,0.742,0.497,2,-0.075,0.125,0,,0.0,0,-0.517,1,0,0.0,1,0.673,train
SME,LN101680,Borrower-01680,8.2,719.0,-15.0,15,-0.64,0,0.344,-0.113,1.99,0.756,0.167,1,-0.274,0.0,0,5.73,0.0,0,-0.166,0,0,0.031,0,0.0,train
Mid Corporate,LN101681,Borrower-01681,3.5,762.0,44.0,0,-0.14,1,0.492,0.068,1.46,0.974,0.601,1,-0.116,0.0,1,0.87,0.283,0,0.225,0,0,0.0,0,0.0001,train
SME,LN101682,Borrower-01682,4.0,766.0,11.0,0,-0.77,0,0.199,0.082,2.03,0.93,0.187,0,-0.18,0.0,0,3.63,0.0,0,0.39,0,0,0.067,0,0.0,train
Retail Unsecured,LN101683,Borrower-01683,39.2,743.0,-5.0,15,-1.01,0,0.512,-0.005,1.16,0.97,0.066,1,0.145,0.0,0,,0.26,0,-0.354,0,0,0.0,0,0.0011,train
Retail Unsecured,LN101684,Borrower-01684,19.2,712.0,22.0,35,0.29,0,0.173,-0.009,1.48,0.767,0.031,0,0.474,0.0,0,,0.0,0,-0.121,1,0,0.0,0,0.0017,train
Retail Unsecured,LN101685,Borrower-01685,18.5,681.0,-6.0,15,1.11,0,0.291,0.22,1.47,0.908,0.233,0,0.41,0.0,0,,0.0,0,-0.075,0,0,0.0,0,0.0269,train
Retail Secured,LN101686,Borrower-01686,5.8,710.0,6.0,15,0.81,0,0.492,-0.026,2.47,0.953,0.48,1,-0.092,-0.033,0,,0.651,0,-0.569,0,0,0.0,0,0.0832,train
Retail Secured,LN101687,Borrower-01687,11.9,806.0,-10.0,0,1.11,0,0.717,0.148,1.88,0.996,0.28,0,-0.035,-0.037,0,,0.0,0,0.345,0,0,0.0,0,0.0,train
Retail Secured,LN101688,Borrower-01688,37.1,730.0,-0.0,35,1.23,2,0.604,0.044,0.31,0.665,0.059,1,-0.005,-0.052,0,,0.0,0,-0.263,0,0,0.0,1,0.9962,train
Retail Secured,LN101689,Borrower-01689,23.2,709.0,-5.0,15,-0.16,1,0.631,0.193,2.56,0.779,0.546,0,-0.034,0.062,0,,0.0,0,0.266,0,0,0.0,0,0.0001,train
SME,LN101690,Borrower-01690,60.6,746.0,-14.0,0,1.87,0,0.437,-0.11,2.09,0.757,0.407,3,-0.392,0.0,0,1.42,0.0,0,-0.267,0,0,0.0,0,0.006,train
Mid Corporate,LN101691,Borrower-01691,70.9,718.0,4.0,0,0.76,1,0.357,-0.018,2.41,0.654,0.108,1,0.137,0.0,1,2.19,0.0,0,-0.221,0,0,0.0,0,0.0013,train
Retail Unsecured,LN101692,Borrower-01692,18.6,727.0,-11.0,0,-0.95,0,0.495,-0.09,2.2,0.951,0.374,1,-0.168,0.0,0,,0.0,0,0.103,1,0,0.0,0,0.0,train
SME,LN101693,Borrower-01693,3.2,701.0,10.0,5,-0.67,0,0.147,-0.136,1.12,0.747,0.076,1,-0.339,0.0,0,5.05,0.0,1,0.049,0,1,0.469,0,0.2997,train
SME,LN101694,Borrower-01694,10.7,692.0,-5.0,0,0.15,0,0.458,0.18,1.22,0.893,0.694,0,0.118,0.0,0,4.28,0.0,0,0.6,0,0,0.0,0,0.0001,train
Retail Secured,LN101695,Borrower-01695,22.0,770.0,-31.0,0,0.88,0,0.68,0.002,1.03,0.963,0.448,1,0.451,-0.107,0,,0.0,0,-0.157,0,0,0.0,0,0.1284,train
Retail Unsecured,LN101696,Borrower-01696,10.4,608.0,11.0,15,-0.23,1,0.569,-0.116,1.68,0.981,0.286,0,0.137,0.0,0,,0.0,0,-0.217,0,0,0.0,0,0.0003,train
SME,LN101697,Borrower-01697,7.7,741.0,11.0,5,-0.97,0,0.405,-0.022,0.62,0.678,0.106,1,0.189,0.0,1,5.35,0.0,0,-0.031,0,0,0.043,0,0.0001,train
Microfinance,LN101698,Borrower-01698,26.5,689.0,41.0,0,0.79,0,0.511,-0.219,1.8,0.646,0.074,2,0.093,0.0,0,,0.0,0,-0.277,0,0,0.15,0,0.0,train
SME,LN101699,Borrower-01699,355.4,610.0,0.0,35,-1.12,1,0.577,-0.017,1.67,0.765,0.303,0,-0.051,0.0,0,5.84,0.0,0,-0.157,0,0,0.447,0,0.0113,train
Mid Corporate,LN101700,Borrower-01700,14.3,661.0,3.0,15,0.3,0,0.331,0.084,1.19,0.72,0.271,2,0.448,0.0,0,3.66,0.781,1,-0.358,0,0,0.0,1,1.0,train
Microfinance,LN101701,Borrower-01701,24.5,713.0,9.0,0,0.04,0,0.931,0.189,2.62,0.615,0.171,1,-0.186,0.0,0,,0.0,0,-0.515,0,0,0.083,0,0.0002,train
Retail Secured,LN101702,Borrower-01702,5.8,721.0,18.0,0,-1.34,1,0.696,-0.35,2.06,0.934,0.186,0,0.014,0.033,0,,0.0,0,-0.435,0,0,0.0,0,0.0,train
SME,LN101703,Borrower-01703,96.3,756.0,17.0,5,1.78,1,0.177,-0.072,0.1,0.991,0.581,1,-0.139,0.0,1,0.2,0.0,0,-0.145,1,0,0.0,0,0.5274,train
Retail Secured,LN101704,Borrower-01704,64.2,759.0,6.0,0,0.02,0,0.423,0.063,2.0,0.713,0.068,2,-0.258,0.034,0,,0.0,0,0.036,0,0,0.0,0,0.0,train
Microfinance,LN101705,Borrower-01705,59.5,630.0,-1.0,5,-1.19,0,0.321,0.053,1.41,0.876,0.582,0,0.462,0.0,0,,0.0,0,0.366,0,0,0.003,0,0.0,train
Retail Unsecured,LN101706,Borrower-01706,109.5,736.0,15.0,0,0.05,0,0.461,-0.075,1.51,0.965,0.436,2,-0.6,0.0,0,,0.0,1,-0.261,0,0,0.0,0,0.0015,train
Retail Secured,LN101707,Borrower-01707,15.3,755.0,-1.0,15,-1.73,0,0.31,0.014,2.13,0.529,0.492,1,-0.13,0.034,0,,0.0,0,-0.044,0,0,0.0,0,0.0,train
Mid Corporate,LN101708,Borrower-01708,17.6,727.0,-23.0,0,0.36,0,0.313,-0.048,1.6,0.796,0.111,2,0.167,0.0,0,3.6,0.0,0,-0.181,1,0,0.179,0,0.0132,train
Retail Unsecured,LN101709,Borrower-01709,160.9,743.0,-27.0,35,0.86,0,0.364,0.005,1.42,0.74,0.297,1,0.188,0.0,0,,0.0,0,-0.101,0,0,0.0,0,0.0557,train
SME,LN101710,Borrower-01710,49.2,609.0,-5.0,0,2.7,0,0.264,0.168,0.97,0.975,0.213,1,0.416,0.0,0,3.97,0.0,0,-0.067,1,0,0.0,1,0.9155,train
Retail Secured,LN101711,Borrower-01711,2.1,661.0,2.0,0,0.1,0,0.501,0.106,1.65,0.959,0.065,0,0.208,0.22,0,,0.0,0,-0.022,0,0,0.0,0,0.0,train
Microfinance,LN101712,Borrower-01712,40.5,790.0,44.0,15,-0.66,1,0.576,-0.132,1.34,0.929,0.335,0,0.022,0.0,0,,0.0,0,0.209,0,0,0.0,0,0.0,train
Mid Corporate,LN101713,Borrower-01713,12.9,700.0,-2.0,0,0.21,0,0.417,-0.111,1.91,0.988,0.209,1,0.421,0.0,1,3.51,0.0,0,-0.192,1,0,0.179,0,0.0017,train
Retail Unsecured,LN101714,Borrower-01714,65.9,837.0,1.0,15,1.44,0,0.193,0.079,1.81,0.696,0.487,0,-0.183,0.0,0,,0.0,0,-0.178,0,0,0.0,0,0.0004,train
SME,LN101715,Borrower-01715,38.4,645.0,-7.0,5,0.5,0,0.351,-0.172,2.83,0.78,0.475,1,-0.503,0.0,0,3.64,0.0,0,0.585,0,0,0.0,0,0.0,train
Retail Unsecured,LN101716,Borrower-01716,3.6,801.0,11.0,35,0.83,0,0.76,0.039,1.16,0.723,0.091,2,0.215,0.0,0,,0.0,0,-0.141,0,0,0.0,0,0.069,train
SME,LN101717,Borrower-01717,33.0,681.0,5.0,0,0.76,0,0.0,0.087,1.21,0.823,0.218,1,-0.116,0.0,1,3.62,0.0,0,0.255,0,1,0.005,0,0.0143,train
SME,LN101718,Borrower-01718,30.9,762.0,-11.0,0,0.51,0,0.51,-0.062,1.91,0.906,0.237,2,-0.388,0.0,0,0.72,0.0,0,-0.464,0,0,0.0,0,0.0001,train
Mid Corporate,LN101719,Borrower-01719,36.6,699.0,-18.0,15,-1.4,0,0.787,-0.012,1.17,0.531,0.563,0,-0.237,0.0,0,2.3,0.0,0,-0.303,0,0,0.091,0,0.0008,train
Retail Unsecured,LN101720,Borrower-01720,46.2,721.0,-7.0,0,-1.46,1,0.556,0.11,1.09,0.827,0.538,1,0.217,0.0,0,,0.0,0,0.351,0,0,0.0,0,0.0003,train
Retail Unsecured,LN101721,Borrower-01721,127.2,748.0,-15.0,15,-1.58,0,0.495,0.305,0.95,0.914,0.436,0,-0.172,0.0,0,,0.0,0,0.315,0,0,0.0,0,0.0,train
SME,LN101722,Borrower-01722,38.7,681.0,-4.0,0,-1.2,0,0.467,0.077,2.5,0.778,0.05,2,0.01,0.0,1,5.8,0.0,0,-0.209,0,0,0.0,0,0.0,train
Retail Secured,LN101723,Borrower-01723,25.2,759.0,3.0,15,-1.08,1,0.292,0.018,1.33,0.817,0.243,0,-0.06,-0.012,0,,0.0,0,-0.154,0,0,0.0,0,0.0,train
Retail Secured,LN101724,Borrower-01724,86.7,700.0,-9.0,0,1.86,0,0.24,-0.154,1.59,0.782,0.12,0,-0.067,-0.109,0,,0.0,0,-0.343,0,0,0.0,0,0.0,train
Retail Unsecured,LN101725,Borrower-01725,289.2,725.0,26.0,0,-0.71,0,0.177,-0.255,1.08,0.925,0.16,1,0.156,0.0,0,,0.391,0,0.258,0,0,0.0,0,0.0,train
Retail Secured,LN101726,Borrower-01726,67.1,570.0,21.0,35,0.1,0,0.767,-0.044,1.97,0.942,0.349,0,-0.263,-0.076,0,,0.0,0,0.313,0,0,0.0,0,0.0,train
Mid Corporate,LN101727,Borrower-01727,30.8,696.0,-4.0,0,-0.24,0,0.372,0.126,1.81,0.728,0.083,1,-0.363,0.0,1,2.54,0.0,0,-0.285,1,0,0.0,0,0.0002,train
Retail Unsecured,LN101728,Borrower-01728,39.5,784.0,-17.0,0,0.19,0,0.069,0.049,1.84,0.81,0.513,0,0.074,0.0,0,,0.0,0,-0.137,0,0,0.0,0,0.0,train
Retail Secured,LN101729,Borrower-01729,32.5,753.0,-1.0,35,0.07,0,0.68,0.096,1.29,0.648,0.218,0,-0.087,0.005,0,,0.0,0,-0.049,0,0,0.0,0,0.0005,train
Microfinance,LN101730,Borrower-01730,25.0,764.0,-2.0,5,-1.26,0,0.45,0.039,1.72,0.456,0.545,2,-0.121,0.0,0,,0.0,1,-0.369,0,0,0.236,0,0.4871,train
Retail Unsecured,LN101731,Borrower-01731,265.5,718.0,-1.0,0,0.6,0,0.524,0.067,1.66,0.954,0.256,1,0.297,0.0,0,,0.0,0,-0.238,0,0,0.0,0,0.0012,train
SME,LN101732,Borrower-01732,10.8,807.0,-7.0,35,-0.68,0,0.708,-0.037,1.62,0.957,0.221,0,-0.006,0.0,1,2.89,0.0,0,-0.129,0,0,0.0,0,0.0003,train
Retail Unsecured,LN101733,Borrower-01733,87.4,731.0,-19.0,5,-0.71,0,0.504,0.111,2.13,0.98,0.184,1,0.095,0.0,0,,0.0,0,-0.214,0,0,0.0,0,0.0,train
Mid Corporate,LN101734,Borrower-01734,21.4,679.0,1.0,5,-0.31,0,0.096,0.136,1.5,0.556,0.497,1,0.121,0.0,1,4.11,0.0,0,-0.093,0,0,0.0,0,0.0003,train
SME,LN101735,Borrower-01735,4.8,762.0,-6.0,5,0.81,0,0.094,0.042,1.92,0.645,0.395,1,0.049,0.0,0,3.41,0.0,0,0.209,0,0,0.0,0,0.0001,train
Mid Corporate,LN101736,Borrower-01736,19.9,766.0,-5.0,0,-0.62,0,0.431,0.013,1.19,0.872,0.499,1,-0.147,0.0,0,1.49,0.0,0,0.765,0,0,0.266,0,0.0,train
Retail Unsecured,LN101737,Borrower-01737,13.4,750.0,2.0,0,0.09,0,0.374,-0.248,1.88,0.61,0.013,1,0.08,0.0,0,,0.0,0,-0.138,0,0,0.0,0,0.0,train
Retail Secured,LN101738,Borrower-01738,46.3,693.0,-1.0,5,0.4,0,0.345,-0.014,1.11,0.956,0.105,1,-0.077,0.225,0,,0.0,0,-0.126,1,0,0.0,0,0.0014,train
SME,LN101739,Borrower-01739,27.1,730.0,1.0,15,0.26,0,0.394,-0.014,3.61,0.94,0.457,0,-0.434,0.0,0,3.79,0.0,0,-0.398,0,0,0.0,0,0.0,train
